id_detalle_venta,fecha_venta,id_producto,cantidad
4186,2023-04-02,181,30
4187,2023-04-02,225,33
4188,2023-04-02,160,70
4189,2023-04-02,157,104
4190,2023-04-02,190,166
4191,2023-04-02,214,172
4192,2023-04-02,190,193
4193,2023-04-02,156,296
4194,2023-04-02,15,449
4195,2023-04-02,181,495
4196,2023-04-02,5,513
4197,2023-04-02,6,540
4198,2023-04-02,3,1135
4199,2023-04-02,294,8000
4200,2023-04-03,279,1
4201,2023-04-03,73,1
4202,2023-04-03,66,1
4203,2023-04-03,240,1
4204,2023-04-03,236,1
4205,2023-04-03,286,1
4206,2023-04-03,250,2
4207,2023-04-03,128,2
4208,2023-04-03,126,2
4209,2023-04-03,107,2
4210,2023-04-03,48,3
4211,2023-04-03,195,3
4212,2023-04-03,126,3
4213,2023-04-03,56,3
4214,2023-04-03,282,3
4215,2023-04-03,194,3
4216,2023-04-03,63,4
4217,2023-04-03,195,6
4218,2023-04-03,62,8
4219,2023-04-03,37,9
4220,2023-04-03,181,15
4221,2023-04-03,291,20
4222,2023-04-03,117,30
4223,2023-04-03,282,30
4224,2023-04-03,194,36
4225,2023-04-03,8,37
4226,2023-04-03,57,45
4227,2023-04-03,9,120
4228,2023-04-03,7,137
4229,2023-04-03,116,150
4230,2023-04-03,14,160
4231,2023-04-03,1,163
4232,2023-04-03,152,163
4233,2023-04-03,112,170
4234,2023-04-03,181,216
4235,2023-04-03,214,250
4236,2023-04-03,216,395
4237,2023-04-03,2,590
4238,2023-04-03,181,11103
4239,2023-04-04,98,1
4240,2023-04-04,17,1
4241,2023-04-04,286,1
4242,2023-04-04,99,1
4243,2023-04-04,285,1
4244,2023-04-04,230,1
4245,2023-04-04,45,1
4246,2023-04-04,61,1
4247,2023-04-04,288,2
4248,2023-04-04,226,3
4249,2023-04-04,139,3
4250,2023-04-04,283,3
4251,2023-04-04,155,3
4252,2023-04-04,251,4
4253,2023-04-04,63,8
4254,2023-04-04,291,10
4255,2023-04-04,261,12
4256,2023-04-04,137,15
4257,2023-04-04,300,17
4258,2023-04-04,282,20
4259,2023-04-04,225,45
4260,2023-04-04,155,46
4261,2023-04-04,287,50
4262,2023-04-04,295,100
4263,2023-04-04,54,210
4264,2023-04-04,181,253
4265,2023-04-04,173,268
4266,2023-04-04,113,405
4267,2023-04-04,113,450
4268,2023-04-04,156,481
4269,2023-04-04,217,643
4270,2023-04-04,1,853
4271,2023-04-04,2,3000
4272,2023-04-04,293,6983
4273,2023-04-05,104,1
4274,2023-04-05,56,1
4275,2023-04-05,105,1
4276,2023-04-05,235,1
4277,2023-04-05,97,2
4278,2023-04-05,106,3
4279,2023-04-05,97,3
4280,2023-04-05,283,3
4281,2023-04-05,281,3
4282,2023-04-05,278,4
4283,2023-04-05,222,4
4284,2023-04-05,255,5
4285,2023-04-05,300,6
4286,2023-04-05,282,7
4287,2023-04-05,73,8
4288,2023-04-05,36,10
4289,2023-04-05,282,10
4290,2023-04-05,106,11
4291,2023-04-05,62,12
4292,2023-04-05,300,13
4293,2023-04-05,261,15
4294,2023-04-05,231,22
4295,2023-04-05,181,22
4296,2023-04-05,258,23
4297,2023-04-05,54,26
4298,2023-04-05,181,30
4299,2023-04-05,57,35
4300,2023-04-05,210,38
4301,2023-04-05,181,40
4302,2023-04-05,289,50
4303,2023-04-05,152,60
4304,2023-04-05,110,110
4305,2023-04-05,108,119
4306,2023-04-05,213,126
4307,2023-04-05,265,200
4308,2023-04-05,15,290
4309,2023-04-05,113,475
4310,2023-04-05,207,475
4311,2023-04-05,294,525
4312,2023-04-05,293,1221
4313,2023-04-05,6,1456
4314,2023-04-05,4,1575
4315,2023-04-05,156,2333
4316,2023-04-05,279,3090
4317,2023-04-06,73,1
4318,2023-04-06,133,1
4319,2023-04-06,182,1
4320,2023-04-06,182,1
4321,2023-04-06,296,2
4322,2023-04-06,284,2
4323,2023-04-06,240,2
4324,2023-04-06,120,2
4325,2023-04-06,222,3
4326,2023-04-06,64,3
4327,2023-04-06,179,3
4328,2023-04-06,241,3
4329,2023-04-06,261,5
4330,2023-04-06,50,5
4331,2023-04-06,144,5
4332,2023-04-06,125,8
4333,2023-04-06,37,8
4334,2023-04-06,54,9
4335,2023-04-06,292,15
4336,2023-04-06,181,31
4337,2023-04-06,108,85
4338,2023-04-06,8,124
4339,2023-04-06,5,3130
4340,2023-04-07,240,1
4341,2023-04-07,73,1
4342,2023-04-07,64,1
4343,2023-04-07,240,1
4344,2023-04-07,31,1
4345,2023-04-07,241,1
4346,2023-04-07,90,1
4347,2023-04-07,136,1
4348,2023-04-07,97,1
4349,2023-04-07,285,1
4350,2023-04-07,222,1
4351,2023-04-07,46,2
4352,2023-04-07,56,2
4353,2023-04-07,65,3
4354,2023-04-07,255,3
4355,2023-04-07,45,3
4356,2023-04-07,121,4
4357,2023-04-07,279,5
4358,2023-04-07,140,5
4359,2023-04-07,54,6
4360,2023-04-07,137,8
4361,2023-04-07,219,8
4362,2023-04-07,298,10
4363,2023-04-07,10,20
4364,2023-04-07,287,30
4365,2023-04-07,303,36
4366,2023-04-07,54,37
4367,2023-04-07,301,38
4368,2023-04-07,155,90
4369,2023-04-07,225,117
4370,2023-04-07,227,150
4371,2023-04-07,1,333
4372,2023-04-07,153,832
4373,2023-04-07,13,969
4374,2023-04-07,3,1355
4375,2023-04-07,181,2400
4376,2023-04-07,289,2535
4377,2023-04-08,139,1
4378,2023-04-08,196,1
4379,2023-04-08,245,1
4380,2023-04-08,105,1
4381,2023-04-08,219,1
4382,2023-04-08,248,1
4383,2023-04-08,285,1
4384,2023-04-08,285,2
4385,2023-04-08,48,2
4386,2023-04-08,245,2
4387,2023-04-08,122,2
4388,2023-04-08,123,2
4389,2023-04-08,64,3
4390,2023-04-08,144,3
4391,2023-04-08,94,4
4392,2023-04-08,38,8
4393,2023-04-08,282,8
4394,2023-04-08,140,8
4395,2023-04-08,282,12
4396,2023-04-08,223,13
4397,2023-04-08,258,15
4398,2023-04-08,108,20
4399,2023-04-08,291,20
4400,2023-04-08,298,22
4401,2023-04-08,54,30
4402,2023-04-08,290,40
4403,2023-04-08,229,45
4404,2023-04-08,158,60
4405,2023-04-08,15,64
4406,2023-04-08,109,68
4407,2023-04-08,287,80
4408,2023-04-08,303,100
4409,2023-04-08,158,100
4410,2023-04-08,181,105
4411,2023-04-08,287,105
4412,2023-04-08,213,425
4413,2023-04-08,280,600
4414,2023-04-08,158,1159
4415,2023-04-08,6,4531
4416,2023-04-09,60,1
4417,2023-04-09,182,1
4418,2023-04-09,73,1
4419,2023-04-09,127,1
4420,2023-04-09,162,1
4421,2023-04-09,27,1
4422,2023-04-09,119,1
4423,2023-04-09,234,1
4424,2023-04-09,101,1
4425,2023-04-09,45,1
4426,2023-04-09,225,2
4427,2023-04-09,250,2
4428,2023-04-09,298,2
4429,2023-04-09,251,2
4430,2023-04-09,77,3
4431,2023-04-09,250,5
4432,2023-04-09,230,6
4433,2023-04-09,286,6
4434,2023-04-09,66,10
4435,2023-04-09,200,13
4436,2023-04-09,10,16
4437,2023-04-09,154,19
4438,2023-04-09,176,28
4439,2023-04-09,37,29
4440,2023-04-09,284,30
4441,2023-04-09,159,50
4442,2023-04-09,227,100
4443,2023-04-09,206,183
4444,2023-04-09,295,450
4445,2023-04-09,265,500
4446,2023-04-09,207,814
4447,2023-04-09,3,950
4448,2023-04-09,156,1275
4449,2023-04-09,3,3378
4450,2023-04-10,182,1
4451,2023-04-10,21,1
4452,2023-04-10,228,1
4453,2023-04-10,127,1
4454,2023-04-10,230,1
4455,2023-04-10,45,1
4456,2023-04-10,285,1
4457,2023-04-10,182,1
4458,2023-04-10,63,2
4459,2023-04-10,45,2
4460,2023-04-10,138,2
4461,2023-04-10,66,2
4462,2023-04-10,66,3
4463,2023-04-10,44,3
4464,2023-04-10,277,5
4465,2023-04-10,288,5
4466,2023-04-10,244,6
4467,2023-04-10,244,8
4468,2023-04-10,189,9
4469,2023-04-10,225,11
4470,2023-04-10,36,15
4471,2023-04-10,10,16
4472,2023-04-10,229,17
4473,2023-04-10,50,20
4474,2023-04-10,191,25
4475,2023-04-10,214,32
4476,2023-04-10,258,57
4477,2023-04-10,190,60
4478,2023-04-10,154,65
4479,2023-04-10,113,245
4480,2023-04-10,206,296
4481,2023-04-10,54,400
4482,2023-04-10,181,464
4483,2023-04-10,8,550
4484,2023-04-10,303,918
4485,2023-04-10,2,1073
4486,2023-04-10,4,2500
4487,2023-04-10,294,2625
4488,2023-04-10,2,3017
4489,2023-04-10,3,3518
4490,2023-04-11,140,1
4491,2023-04-11,45,2
4492,2023-04-11,279,2
4493,2023-04-11,283,2
4494,2023-04-11,136,2
4495,2023-04-11,219,2
4496,2023-04-11,45,2
4497,2023-04-11,288,5
4498,2023-04-11,106,5
4499,2023-04-11,261,5
4500,2023-04-11,48,5
4501,2023-04-11,177,7
4502,2023-04-11,46,10
4503,2023-04-11,298,10
4504,2023-04-11,218,15
4505,2023-04-11,190,21
4506,2023-04-11,287,30
4507,2023-04-11,9,33
4508,2023-04-11,54,45
4509,2023-04-11,114,50
4510,2023-04-11,55,70
4511,2023-04-11,204,100
4512,2023-04-11,258,135
4513,2023-04-11,181,200
4514,2023-04-11,161,231
4515,2023-04-11,152,231
4516,2023-04-11,297,262
4517,2023-04-11,156,633
4518,2023-04-11,294,3000
4519,2023-04-11,210,3212
4520,2023-04-11,16,36946
4521,2023-04-12,218,1
4522,2023-04-12,32,1
4523,2023-04-12,281,1
4524,2023-04-12,65,1
4525,2023-04-12,245,1
4526,2023-04-12,228,1
4527,2023-04-12,31,1
4528,2023-04-12,195,1
4529,2023-04-12,105,2
4530,2023-04-12,234,2
4531,2023-04-12,63,2
4532,2023-04-12,73,2
4533,2023-04-12,282,2
4534,2023-04-12,137,3
4535,2023-04-12,125,3
4536,2023-04-12,177,3
4537,2023-04-12,254,3
4538,2023-04-12,46,4
4539,2023-04-12,151,4
4540,2023-04-12,300,6
4541,2023-04-12,137,7
4542,2023-04-12,57,10
4543,2023-04-12,256,10
4544,2023-04-12,244,15
4545,2023-04-12,298,16
4546,2023-04-12,156,40
4547,2023-04-12,289,50
4548,2023-04-12,258,68
4549,2023-04-12,6,150
4550,2023-04-12,108,150
4551,2023-04-12,14,163
4552,2023-04-12,106,195
4553,2023-04-12,54,210
4554,2023-04-12,197,260
4555,2023-04-12,107,297
4556,2023-04-12,196,354
4557,2023-04-12,112,640
4558,2023-04-12,160,867
4559,2023-04-12,172,1339
4560,2023-04-12,303,40152
4561,2023-04-13,73,1
4562,2023-04-13,286,1
4563,2023-04-13,224,1
4564,2023-04-13,98,1
4565,2023-04-13,63,1
4566,2023-04-13,66,2
4567,2023-04-13,97,2
4568,2023-04-13,146,2
4569,2023-04-13,288,3
4570,2023-04-13,194,3
4571,2023-04-13,139,3
4572,2023-04-13,122,4
4573,2023-04-13,283,5
4574,2023-04-13,222,5
4575,2023-04-13,125,6
4576,2023-04-13,38,7
4577,2023-04-13,277,8
4578,2023-04-13,38,8
4579,2023-04-13,118,11
4580,2023-04-13,37,12
4581,2023-04-13,54,13
4582,2023-04-13,299,20
4583,2023-04-13,218,22
4584,2023-04-13,116,65
4585,2023-04-13,155,99
4586,2023-04-13,212,114
4587,2023-04-13,184,119
4588,2023-04-13,289,150
4589,2023-04-13,213,188
4590,2023-04-13,156,250
4591,2023-04-13,156,341
4592,2023-04-13,113,920
4593,2023-04-13,160,1008
4594,2023-04-13,280,1200
4595,2023-04-13,165,6600
4596,2023-04-13,4,26614
4597,2023-04-14,31,1
4598,2023-04-14,64,1
4599,2023-04-14,21,1
4600,2023-04-14,58,1
4601,2023-04-14,58,1
4602,2023-04-14,105,2
4603,2023-04-14,292,2
4604,2023-04-14,286,2
4605,2023-04-14,43,2
4606,2023-04-14,143,3
4607,2023-04-14,180,3
4608,2023-04-14,57,3
4609,2023-04-14,136,4
4610,2023-04-14,254,4
4611,2023-04-14,94,4
4612,2023-04-14,66,5
4613,2023-04-14,261,10
4614,2023-04-14,282,10
4615,2023-04-14,57,10
4616,2023-04-14,244,10
4617,2023-04-14,119,12
4618,2023-04-14,247,12
4619,2023-04-14,118,15
4620,2023-04-14,10,16
4621,2023-04-14,181,17
4622,2023-04-14,158,21
4623,2023-04-14,222,26
4624,2023-04-14,176,29
4625,2023-04-14,190,33
4626,2023-04-14,8,50
4627,2023-04-14,157,60
4628,2023-04-14,13,101
4629,2023-04-14,111,140
4630,2023-04-14,55,150
4631,2023-04-14,111,170
4632,2023-04-14,211,225
4633,2023-04-14,302,267
4634,2023-04-14,152,430
4635,2023-04-14,113,495
4636,2023-04-14,216,1739
4637,2023-04-15,48,1
4638,2023-04-15,73,1
4639,2023-04-15,283,1
4640,2023-04-15,230,1
4641,2023-04-15,37,1
4642,2023-04-15,180,1
4643,2023-04-15,139,2
4644,2023-04-15,288,2
4645,2023-04-15,202,2
4646,2023-04-15,256,2
4647,2023-04-15,105,2
4648,2023-04-15,229,3
4649,2023-04-15,121,4
4650,2023-04-15,234,4
4651,2023-04-15,229,4
4652,2023-04-15,63,5
4653,2023-04-15,66,5
4654,2023-04-15,256,5
4655,2023-04-15,283,6
4656,2023-04-15,10,11
4657,2023-04-15,54,12
4658,2023-04-15,296,12
4659,2023-04-15,225,16
4660,2023-04-15,300,18
4661,2023-04-15,158,30
4662,2023-04-15,10,47
4663,2023-04-15,198,55
4664,2023-04-15,227,60
4665,2023-04-15,13,60
4666,2023-04-15,258,68
4667,2023-04-15,116,85
4668,2023-04-15,112,138
4669,2023-04-15,108,200
4670,2023-04-15,106,220
4671,2023-04-15,115,250
4672,2023-04-15,217,435
4673,2023-04-15,153,446
4674,2023-04-15,294,500
4675,2023-04-15,295,600
4676,2023-04-15,293,1000
4677,2023-04-15,190,1200
4678,2023-04-15,206,1928
4679,2023-04-15,156,2397
4680,2023-04-15,4,5402
4681,2023-04-15,3,5993
4682,2023-04-15,293,9847
4683,2023-04-15,303,9956
4684,2023-04-16,100,1
4685,2023-04-16,103,1
4686,2023-04-16,282,1
4687,2023-04-16,139,1
4688,2023-04-16,162,1
4689,2023-04-16,101,1
4690,2023-04-16,219,1
4691,2023-04-16,288,3
4692,2023-04-16,141,3
4693,2023-04-16,291,4
4694,2023-04-16,281,4
4695,2023-04-16,292,5
4696,2023-04-16,196,6
4697,2023-04-16,222,7
4698,2023-04-16,225,9
4699,2023-04-16,181,12
4700,2023-04-16,1,12
4701,2023-04-16,80,15
4702,2023-04-16,64,19
4703,2023-04-16,161,20
4704,2023-04-16,288,20
4705,2023-04-16,158,31
4706,2023-04-16,225,32
4707,2023-04-16,216,32
4708,2023-04-16,8,50
4709,2023-04-16,289,50
4710,2023-04-16,290,50
4711,2023-04-16,54,70
4712,2023-04-16,54,100
4713,2023-04-16,289,102
4714,2023-04-16,54,115
4715,2023-04-16,2,145
4716,2023-04-16,109,155
4717,2023-04-16,106,365
4718,2023-04-16,294,3000
4719,2023-04-17,108,1
4720,2023-04-17,27,1
4721,2023-04-17,228,1
4722,2023-04-17,183,1
4723,2023-04-17,283,1
4724,2023-04-17,137,1
4725,2023-04-17,73,1
4726,2023-04-17,144,2
4727,2023-04-17,282,3
4728,2023-04-17,177,3
4729,2023-04-17,50,3
4730,2023-04-17,48,3
4731,2023-04-17,256,4
4732,2023-04-17,283,4
4733,2023-04-17,46,5
4734,2023-04-17,110,5
4735,2023-04-17,224,5
4736,2023-04-17,54,10
4737,2023-04-17,10,19
4738,2023-04-17,290,50
4739,2023-04-17,109,90
4740,2023-04-17,158,95
4741,2023-04-17,8,100
4742,2023-04-17,62,150
4743,2023-04-17,227,160
4744,2023-04-17,1,200
4745,2023-04-17,155,300
4746,2023-04-17,154,385
4747,2023-04-17,6,473
4748,2023-04-17,295,750
4749,2023-04-17,293,2000
4750,2023-04-17,293,6300
4751,2023-04-17,3,8815
4752,2023-04-18,148,1
4753,2023-04-18,285,1
4754,2023-04-18,277,3
4755,2023-04-18,255,3
4756,2023-04-18,144,3
4757,2023-04-18,277,3
4758,2023-04-18,144,4
4759,2023-04-18,48,4
4760,2023-04-18,144,5
4761,2023-04-18,229,7
4762,2023-04-18,137,7
4763,2023-04-18,285,8
4764,2023-04-18,196,10
4765,2023-04-18,116,15
4766,2023-04-18,277,20
4767,2023-04-18,227,21
4768,2023-04-18,111,35
4769,2023-04-18,60,35
4770,2023-04-18,244,38
4771,2023-04-18,295,71
4772,2023-04-18,112,122
4773,2023-04-18,152,138
4774,2023-04-18,293,300
4775,2023-04-18,115,302
4776,2023-04-18,295,500
4777,2023-04-18,216,588
4778,2023-04-18,293,675
4779,2023-04-18,153,1364
4780,2023-04-19,195,1
4781,2023-04-19,103,1
4782,2023-04-19,97,1
4783,2023-04-19,73,1
4784,2023-04-19,64,1
4785,2023-04-19,285,1
4786,2023-04-19,133,1
4787,2023-04-19,73,1
4788,2023-04-19,104,1
4789,2023-04-19,66,1
4790,2023-04-19,180,1
4791,2023-04-19,288,1
4792,2023-04-19,278,1
4793,2023-04-19,241,1
4794,2023-04-19,3,1
4795,2023-04-19,286,1
4796,2023-04-19,248,2
4797,2023-04-19,138,2
4798,2023-04-19,45,2
4799,2023-04-19,235,2
4800,2023-04-19,100,2
4801,2023-04-19,106,3
4802,2023-04-19,75,3
4803,2023-04-19,63,3
4804,2023-04-19,126,4
4805,2023-04-19,31,4
4806,2023-04-19,62,5
4807,2023-04-19,250,5
4808,2023-04-19,189,7
4809,2023-04-19,57,9
4810,2023-04-19,37,9
4811,2023-04-19,277,10
4812,2023-04-19,257,10
4813,2023-04-19,118,12
4814,2023-04-19,137,20
4815,2023-04-19,181,25
4816,2023-04-19,111,45
4817,2023-04-19,289,50
4818,2023-04-19,154,62
4819,2023-04-19,258,68
4820,2023-04-19,152,84
4821,2023-04-19,208,185
4822,2023-04-19,109,260
4823,2023-04-19,1,280
4824,2023-04-19,152,300
4825,2023-04-19,181,500
4826,2023-04-19,153,626
4827,2023-04-19,294,1500
4828,2023-04-19,216,1610
4829,2023-04-19,156,1703
4830,2023-04-19,303,3800
4831,2023-04-20,105,1
4832,2023-04-20,245,1
4833,2023-04-20,103,1
4834,2023-04-20,248,1
4835,2023-04-20,50,1
4836,2023-04-20,294,1
4837,2023-04-20,278,1
4838,2023-04-20,230,1
4839,2023-04-20,50,1
4840,2023-04-20,286,2
4841,2023-04-20,128,2
4842,2023-04-20,50,2
4843,2023-04-20,126,3
4844,2023-04-20,45,3
4845,2023-04-20,279,5
4846,2023-04-20,256,5
4847,2023-04-20,119,5
4848,2023-04-20,218,6
4849,2023-04-20,226,6
4850,2023-04-20,113,20
4851,2023-04-20,291,20
4852,2023-04-20,118,20
4853,2023-04-20,290,20
4854,2023-04-20,287,20
4855,2023-04-20,287,60
4856,2023-04-20,258,68
4857,2023-04-20,258,68
4858,2023-04-20,190,90
4859,2023-04-20,106,175
4860,2023-04-20,215,248
4861,2023-04-20,6,256
4862,2023-04-20,181,271
4863,2023-04-20,153,275
4864,2023-04-20,247,432
4865,2023-04-20,54,461
4866,2023-04-20,216,529
4867,2023-04-20,293,750
4868,2023-04-20,293,1050
4869,2023-04-20,6,4529
4870,2023-04-20,293,6000
4871,2023-04-21,73,1
4872,2023-04-21,180,1
4873,2023-04-21,50,1
4874,2023-04-21,222,1
4875,2023-04-21,218,1
4876,2023-04-21,179,1
4877,2023-04-21,234,1
4878,2023-04-21,218,2
4879,2023-04-21,121,2
4880,2023-04-21,283,2
4881,2023-04-21,195,2
4882,2023-04-21,66,2
4883,2023-04-21,46,2
4884,2023-04-21,139,2
4885,2023-04-21,251,3
4886,2023-04-21,224,3
4887,2023-04-21,281,4
4888,2023-04-21,219,4
4889,2023-04-21,278,5
4890,2023-04-21,298,8
4891,2023-04-21,300,9
4892,2023-04-21,218,10
4893,2023-04-21,279,10
4894,2023-04-21,122,12
4895,2023-04-21,254,15
4896,2023-04-21,291,20
4897,2023-04-21,57,24
4898,2023-04-21,57,24
4899,2023-04-21,54,50
4900,2023-04-21,258,57
4901,2023-04-21,207,99
4902,2023-04-21,160,100
4903,2023-04-21,153,124
4904,2023-04-21,10,144
4905,2023-04-21,108,150
4906,2023-04-21,265,360
4907,2023-04-21,289,400
4908,2023-04-21,265,400
4909,2023-04-21,170,1082
4910,2023-04-21,4,3708
4911,2023-04-22,46,1
4912,2023-04-22,281,1
4913,2023-04-22,105,1
4914,2023-04-22,284,2
4915,2023-04-22,97,2
4916,2023-04-22,277,2
4917,2023-04-22,298,2
4918,2023-04-22,139,3
4919,2023-04-22,250,3
4920,2023-04-22,10,5
4921,2023-04-22,124,5
4922,2023-04-22,283,6
4923,2023-04-22,183,6
4924,2023-04-22,287,10
4925,2023-04-22,250,15
4926,2023-04-22,123,19
4927,2023-04-22,248,21
4928,2023-04-22,6,30
4929,2023-04-22,155,36
4930,2023-04-22,287,50
4931,2023-04-22,190,70
4932,2023-04-22,295,90
4933,2023-04-22,293,100
4934,2023-04-22,8,200
4935,2023-04-22,184,260
4936,2023-04-22,3,265
4937,2023-04-22,153,447
4938,2023-04-22,4,450
4939,2023-04-22,4,843
4940,2023-04-22,210,2356
4941,2023-04-22,303,5100
4942,2023-04-22,4,7379
4943,2023-04-23,73,1
4944,2023-04-23,100,1
4945,2023-04-23,285,1
4946,2023-04-23,230,1
4947,2023-04-23,253,1
4948,2023-04-23,278,1
4949,2023-04-23,182,1
4950,2023-04-23,122,1
4951,2023-04-23,253,1
4952,2023-04-23,144,2
4953,2023-04-23,97,2
4954,2023-04-23,140,4
4955,2023-04-23,283,5
4956,2023-04-23,155,6
4957,2023-04-23,137,6
4958,2023-04-23,65,8
4959,2023-04-23,63,10
4960,2023-04-23,65,10
4961,2023-04-23,62,10
4962,2023-04-23,285,14
4963,2023-04-23,38,15
4964,2023-04-23,7,16
4965,2023-04-23,209,16
4966,2023-04-23,247,18
4967,2023-04-23,63,19
4968,2023-04-23,119,20
4969,2023-04-23,54,20
4970,2023-04-23,9,22
4971,2023-04-23,227,33
4972,2023-04-23,303,40
4973,2023-04-23,290,50
4974,2023-04-23,190,84
4975,2023-04-23,8,100
4976,2023-04-23,177,109
4977,2023-04-23,290,120
4978,2023-04-23,158,265
4979,2023-04-23,170,400
4980,2023-04-23,113,520
4981,2023-04-23,303,561
4982,2023-04-23,294,6983
4983,2023-04-24,98,1
4984,2023-04-24,33,1
4985,2023-04-24,17,1
4986,2023-04-24,228,1
4987,2023-04-24,101,1
4988,2023-04-24,45,2
4989,2023-04-24,46,2
4990,2023-04-24,46,2
4991,2023-04-24,300,3
4992,2023-04-24,240,3
4993,2023-04-24,195,3
4994,2023-04-24,73,4
4995,2023-04-24,255,4
4996,2023-04-24,131,4
4997,2023-04-24,250,5
4998,2023-04-24,112,5
4999,2023-04-24,277,5
5000,2023-04-24,122,6
5001,2023-04-24,144,8
5002,2023-04-24,291,10
5003,2023-04-24,36,14
5004,2023-04-24,109,20
5005,2023-04-24,152,30
5006,2023-04-24,116,35
5007,2023-04-24,156,90
5008,2023-04-24,214,116
5009,2023-04-24,247,126
5010,2023-04-24,6,200
5011,2023-04-24,9,224
5012,2023-04-24,55,250
5013,2023-04-24,4,300
5014,2023-04-24,157,340
5015,2023-04-24,6,907
5016,2023-04-24,293,1780
5017,2023-04-24,303,1846
5018,2023-04-24,156,2100
5019,2023-04-24,303,2398
5020,2023-04-24,216,4381
5021,2023-04-25,179,1
5022,2023-04-25,32,1
5023,2023-04-25,63,1
5024,2023-04-25,104,1
5025,2023-04-25,248,1
5026,2023-04-25,46,1
5027,2023-04-25,288,1
5028,2023-04-25,228,1
5029,2023-04-25,73,1
5030,2023-04-25,65,2
5031,2023-04-25,46,5
5032,2023-04-25,132,5
5033,2023-04-25,229,6
5034,2023-04-25,285,6
5035,2023-04-25,118,8
5036,2023-04-25,38,8
5037,2023-04-25,261,14
5038,2023-04-25,104,16
5039,2023-04-25,117,25
5040,2023-04-25,54,26
5041,2023-04-25,57,35
5042,2023-04-25,158,40
5043,2023-04-25,117,45
5044,2023-04-25,290,60
5045,2023-04-25,258,68
5046,2023-04-25,3,70
5047,2023-04-25,216,126
5048,2023-04-25,155,142
5049,2023-04-25,153,208
5050,2023-04-25,2,309
5051,2023-04-25,294,315
5052,2023-04-25,294,473
5053,2023-04-25,172,731
5054,2023-04-25,2,1120
5055,2023-04-25,10,2027
5056,2023-04-26,104,1
5057,2023-04-26,284,1
5058,2023-04-26,183,1
5059,2023-04-26,95,1
5060,2023-04-26,73,1
5061,2023-04-26,228,3
5062,2023-04-26,257,3
5063,2023-04-26,300,3
5064,2023-04-26,251,3
5065,2023-04-26,183,3
5066,2023-04-26,149,3
5067,2023-04-26,149,3
5068,2023-04-26,54,4
5069,2023-04-26,222,6
5070,2023-04-26,37,7
5071,2023-04-26,244,7
5072,2023-04-26,38,7
5073,2023-04-26,246,9
5074,2023-04-26,297,10
5075,2023-04-26,229,10
5076,2023-04-26,290,10
5077,2023-04-26,247,30
5078,2023-04-26,156,40
5079,2023-04-26,295,45
5080,2023-04-26,8,70
5081,2023-04-26,152,78
5082,2023-04-26,14,95
5083,2023-04-26,217,116
5084,2023-04-26,211,128
5085,2023-04-26,107,138
5086,2023-04-26,156,494
5087,2023-04-26,116,551
5088,2023-04-26,116,584
5089,2023-04-26,294,888
5090,2023-04-26,204,2240
5091,2023-04-26,303,4000
5092,2023-04-27,261,1
5093,2023-04-27,119,1
5094,2023-04-27,284,1
5095,2023-04-27,224,1
5096,2023-04-27,278,2
5097,2023-04-27,197,2
5098,2023-04-27,286,2
5099,2023-04-27,146,2
5100,2023-04-27,283,2
5101,2023-04-27,279,2
5102,2023-04-27,131,2
5103,2023-04-27,283,3
5104,2023-04-27,142,3
5105,2023-04-27,301,3
5106,2023-04-27,255,3
5107,2023-04-27,291,3
5108,2023-04-27,225,3
5109,2023-04-27,300,4
5110,2023-04-27,145,7
5111,2023-04-27,122,9
5112,2023-04-27,301,16
5113,2023-04-27,297,17
5114,2023-04-27,284,20
5115,2023-04-27,176,29
5116,2023-04-27,159,50
5117,2023-04-27,155,50
5118,2023-04-27,258,68
5119,2023-04-27,10,69
5120,2023-04-27,7,71
5121,2023-04-27,214,271
5122,2023-04-27,153,351
5123,2023-04-27,153,560
5124,2023-04-27,214,573
5125,2023-04-27,55,1000
5126,2023-04-27,107,1230
5127,2023-04-27,303,1367
5128,2023-04-27,303,1400
5129,2023-04-27,303,2205
5130,2023-04-27,156,2520
5131,2023-04-27,3,3000
5132,2023-04-28,144,1
5133,2023-04-28,97,1
5134,2023-04-28,65,1
5135,2023-04-28,126,1
5136,2023-04-28,283,1
5137,2023-04-28,249,1
5138,2023-04-28,21,1
5139,2023-04-28,134,2
5140,2023-04-28,45,2
5141,2023-04-28,97,2
5142,2023-04-28,301,2
5143,2023-04-28,56,2
5144,2023-04-28,140,2
5145,2023-04-28,46,2
5146,2023-04-28,288,3
5147,2023-04-28,123,3
5148,2023-04-28,122,3
5149,2023-04-28,282,4
5150,2023-04-28,140,4
5151,2023-04-28,37,5
5152,2023-04-28,144,5
5153,2023-04-28,224,5
5154,2023-04-28,107,10
5155,2023-04-28,224,10
5156,2023-04-28,46,11
5157,2023-04-28,247,12
5158,2023-04-28,287,15
5159,2023-04-28,223,15
5160,2023-04-28,8,18
5161,2023-04-28,277,20
5162,2023-04-28,119,20
5163,2023-04-28,48,20
5164,2023-04-28,15,25
5165,2023-04-28,13,26
5166,2023-04-28,176,29
5167,2023-04-28,61,32
5168,2023-04-28,247,33
5169,2023-04-28,121,33
5170,2023-04-28,8,173
5171,2023-04-28,217,200
5172,2023-04-28,167,300
5173,2023-04-28,173,400
5174,2023-04-28,113,425
5175,2023-04-28,3,924
5176,2023-04-28,156,1257
5177,2023-04-28,204,1460
